timestamp,rate
2025-03-01 08:23:16,1.786947
2025-03-01 08:31:17,1.786947
2025-03-01 08:31:47,1.786947
2025-03-01 08:32:17,1.786947
2025-03-01 08:32:47,1.786947
2025-03-01 08:33:17,1.786947
2025-03-01 08:33:47,1.786947
2025-03-01 08:34:18,1.786947
2025-03-01 08:34:48,1.786947
2025-03-01 08:35:18,1.786947
2025-03-01 08:35:48,1.786947
2025-03-01 08:36:18,1.786947
2025-03-01 08:36:48,1.786947
2025-03-01 08:37:19,1.786947
2025-03-01 08:37:49,1.786947
2025-03-01 08:38:19,1.786947
2025-03-01 08:38:49,1.786947
2025-03-01 08:39:19,1.786947
2025-03-01 08:39:49,1.786947
2025-03-01 08:40:19,1.786947
2025-03-01 08:40:49,1.786947
2025-03-01 08:41:19,1.786947
2025-03-01 08:41:50,1.786947
2025-03-01 08:42:20,1.786947
2025-03-01 08:42:50,1.786947
2025-03-01 08:43:20,1.786947
2025-03-01 08:43:50,1.786947
2025-03-01 08:44:20,1.786947
2025-03-01 08:44:50,1.786947
2025-03-01 08:45:20,1.786947
2025-03-01 08:45:51,1.786947
2025-03-01 08:46:21,1.786947
2025-03-01 08:46:51,1.786947
2025-03-01 08:47:21,1.786947
2025-03-01 08:47:51,1.786947
2025-03-01 08:48:21,1.786947
2025-03-01 08:48:51,1.786947
2025-03-01 08:49:21,1.786947
2025-03-01 08:49:52,1.786947
2025-03-01 08:50:22,1.786947
2025-03-01 08:50:52,1.786947
2025-03-01 08:51:22,1.786947
2025-03-01 08:51:52,1.786947
2025-03-01 08:52:22,1.786947
2025-03-01 08:52:53,1.786947
2025-03-01 08:53:23,1.786947
2025-03-01 08:53:53,1.786947
2025-03-01 08:54:23,1.786947
2025-03-01 08:54:53,1.786947
2025-03-01 08:55:23,1.786947
2025-03-01 08:55:53,1.786947
2025-03-01 08:56:23,1.786947
2025-03-01 08:56:54,1.786947
2025-03-01 08:57:24,1.786947
2025-03-01 08:57:54,1.786947
2025-03-01 08:58:24,1.786947
2025-03-01 08:58:54,1.786947
2025-03-01 08:59:24,1.786947
2025-03-01 08:59:54,1.786947
2025-03-01 09:00:24,1.786947
2025-03-01 09:00:55,1.786947
2025-03-01 09:01:25,1.786947
2025-03-01 09:01:55,1.786947
2025-03-01 09:02:25,1.786947
2025-03-01 09:02:55,1.786947
2025-03-01 09:03:25,1.786947
2025-03-01 09:03:55,1.786947
2025-03-01 09:04:26,1.786947
2025-03-01 09:04:56,1.786947
2025-03-01 09:05:26,1.786947
2025-03-01 09:05:56,1.786947
2025-03-01 09:06:26,1.786947
2025-03-01 09:06:56,1.786947
2025-03-01 09:07:27,1.786947
2025-03-01 09:07:57,1.786947
2025-03-01 09:08:27,1.786947
2025-03-01 09:08:57,1.786947
2025-03-01 09:09:27,1.786947
2025-03-01 09:09:57,1.786947
2025-03-01 09:10:27,1.786947
2025-03-01 09:10:57,1.786947
2025-03-01 09:11:27,1.786947
2025-03-01 09:11:58,1.786947
2025-03-01 09:12:28,1.786947
2025-03-01 09:12:58,1.786947
2025-03-01 09:13:28,1.786947
2025-03-01 09:13:58,1.786947
2025-03-01 09:14:28,1.786947
2025-03-01 09:14:59,1.786947
2025-03-01 09:15:29,1.786947
2025-03-01 09:15:59,1.786947
2025-03-01 09:16:29,1.786947
2025-03-01 09:16:59,1.786947
2025-03-01 09:17:29,1.786947
2025-03-01 09:17:59,1.786947
2025-03-01 09:18:29,1.786947
2025-03-01 09:19:00,1.786947
2025-03-01 09:19:30,1.786947
2025-03-01 09:20:00,1.786947
2025-03-01 09:20:30,1.786947
2025-03-01 09:21:00,1.786947
2025-03-01 09:21:30,1.786947
2025-03-01 09:22:00,1.786947
2025-03-01 09:22:31,1.786947
2025-03-01 09:23:01,1.786947
2025-03-01 09:23:31,1.786947
2025-03-01 09:24:01,1.786947
2025-03-01 09:24:31,1.786947
2025-03-01 09:25:01,1.786947
2025-03-01 09:25:31,1.786947
2025-03-01 09:26:02,1.786947
2025-03-01 09:26:32,1.786947
2025-03-01 09:27:02,1.786947
2025-03-01 09:27:32,1.786947
2025-03-01 09:28:02,1.786947
2025-03-01 09:28:32,1.786947
2025-03-01 09:29:02,1.786947
2025-03-01 09:29:32,1.786947
2025-03-01 09:30:03,1.786947
2025-03-01 09:30:33,1.786947
2025-03-01 09:31:03,1.786947
2025-03-01 09:31:33,1.786947
2025-03-01 09:32:03,1.786947
2025-03-01 09:32:33,1.786947
2025-03-01 09:33:03,1.786947
2025-03-01 09:33:34,1.786947
2025-03-01 09:34:04,1.786947
2025-03-01 09:34:34,1.786947
2025-03-01 09:35:04,1.786947
2025-03-01 09:35:34,1.786947
2025-03-01 09:36:04,1.786947
2025-03-01 09:36:34,1.786947
2025-03-01 09:37:05,1.786947
2025-03-01 09:37:35,1.786947
2025-03-01 09:38:05,1.786947
2025-03-01 09:38:35,1.786947
2025-03-01 09:39:05,1.786947
2025-03-01 09:39:35,1.786947
2025-03-01 09:40:05,1.786947
2025-03-01 09:40:35,1.786947
2025-03-01 09:41:05,1.786947
2025-03-01 09:41:36,1.786947
2025-03-01 09:42:06,1.786947
2025-03-01 09:42:36,1.786947
2025-03-01 09:43:06,1.786947
2025-03-01 09:43:36,1.786947
2025-03-01 09:44:06,1.786947
2025-03-01 09:44:36,1.786947
2025-03-01 09:45:07,1.786947
2025-03-01 09:45:37,1.786947
2025-03-01 09:46:07,1.786947
2025-03-01 09:46:37,1.786947
2025-03-01 09:47:07,1.786947
2025-03-01 09:47:37,1.786947
2025-03-01 09:48:07,1.786947
2025-03-01 09:48:37,1.786947
2025-03-01 09:49:08,1.786947
2025-03-01 09:49:38,1.786947
2025-03-01 09:50:08,1.786947
2025-03-01 09:50:38,1.786947
2025-03-01 09:51:08,1.786947
2025-03-01 09:51:38,1.786947
2025-03-01 09:52:08,1.786947
2025-03-01 09:52:38,1.786947
2025-03-01 09:53:09,1.786947
2025-03-01 09:53:39,1.786947
2025-03-01 09:54:09,1.786947
2025-03-01 09:54:39,1.786947
2025-03-01 09:55:09,1.786947
2025-03-01 09:55:39,1.786947
2025-03-01 09:56:09,1.786947
2025-03-01 09:56:39,1.786947
2025-03-01 09:57:09,1.786947
2025-03-01 09:57:40,1.786947
2025-03-01 09:58:10,1.786947
2025-03-01 09:58:40,1.786947
2025-03-01 09:59:10,1.786947
2025-03-01 09:59:40,1.786947
2025-03-01 10:00:10,1.786947
2025-03-01 10:00:40,1.786947
2025-03-01 10:01:11,1.786947
2025-03-01 10:01:41,1.786947
2025-03-01 10:02:11,1.786947
2025-03-01 10:02:41,1.786947
2025-03-01 10:03:11,1.786947
2025-03-01 10:03:41,1.786947
2025-03-01 10:04:11,1.786947
2025-03-01 10:04:41,1.786947
2025-03-01 10:05:12,1.786947
2025-03-01 10:05:42,1.786947
2025-03-01 10:06:12,1.786947
2025-03-01 10:06:42,1.786947
2025-03-01 10:07:12,1.786947
2025-03-01 10:07:42,1.786947
2025-03-01 10:08:12,1.786947
2025-03-01 10:08:43,1.786947
2025-03-01 10:09:13,1.786947
2025-03-01 10:09:43,1.786947
2025-03-01 10:10:13,1.786947
2025-03-01 10:10:43,1.786947
2025-03-01 10:11:13,1.786947
2025-03-01 10:11:43,1.786947
2025-03-01 10:12:13,1.786947
2025-03-01 10:12:44,1.786947
2025-03-01 10:13:14,1.786947
2025-03-01 10:13:44,1.786947
2025-03-01 10:14:14,1.786947
2025-03-01 10:14:44,1.786947
2025-03-01 10:15:14,1.786947
2025-03-01 10:15:44,1.786947
2025-03-01 10:16:14,1.786947
2025-03-01 10:16:44,1.786947
2025-03-01 10:17:15,1.786947
2025-03-01 10:17:45,1.786947
2025-03-01 10:18:15,1.786947
2025-03-01 10:18:45,1.786947
2025-03-01 10:19:15,1.786947
2025-03-01 10:19:45,1.786947
2025-03-01 10:20:15,1.786947
2025-03-01 10:20:45,1.786947
2025-03-01 10:21:16,1.786947
2025-03-01 10:21:46,1.786947
2025-03-01 10:22:16,1.786947
2025-03-01 10:22:46,1.786947
2025-03-01 10:23:16,1.786947
2025-03-01 10:23:46,1.786947
2025-03-01 10:24:16,1.786947
2025-03-01 10:24:46,1.786947
2025-03-01 10:25:17,1.786947
2025-03-01 10:25:47,1.786947
2025-03-01 10:26:17,1.786947
2025-03-01 10:26:47,1.786947
2025-03-01 10:27:17,1.786947
2025-03-01 10:27:47,1.786947
2025-03-01 10:28:17,1.786947
2025-03-01 10:28:47,1.786947
2025-03-01 10:29:18,1.786947
2025-03-01 10:29:48,1.786947
2025-03-01 10:30:18,1.786947
2025-03-01 10:30:48,1.786947
2025-03-01 10:31:18,1.786947
2025-03-01 10:31:48,1.786947
2025-03-01 10:32:18,1.786947
2025-03-01 10:32:48,1.786947
2025-03-01 10:33:19,1.786947
2025-03-01 10:33:49,1.786947
2025-03-01 10:34:19,1.786947
2025-03-01 10:34:49,1.786947
2025-03-01 10:35:19,1.786947
2025-03-01 10:35:49,1.786947
2025-03-01 10:36:19,1.786947
2025-03-01 10:36:49,1.786947
2025-03-01 10:37:20,1.786947
2025-03-01 10:37:50,1.786947
2025-03-01 10:38:20,1.786947
2025-03-01 10:38:50,1.786947
2025-03-01 10:39:20,1.786947
2025-03-01 10:39:50,1.786947
2025-03-01 10:40:21,1.786947
2025-03-01 10:40:51,1.786947
2025-03-01 10:41:21,1.786947
2025-03-01 10:41:51,1.786947
2025-03-01 10:42:21,1.786947
2025-03-01 10:42:51,1.786947
2025-03-01 10:43:21,1.786947
2025-03-01 10:43:52,1.786947
2025-03-01 10:44:22,1.786947
2025-03-01 10:44:52,1.786947
2025-03-01 10:45:22,1.786947
2025-03-01 10:45:52,1.786947
2025-03-01 10:46:22,1.786947
2025-03-01 10:46:52,1.786947
2025-03-01 10:47:22,1.786947
2025-03-01 10:47:52,1.786947
2025-03-01 10:48:23,1.786947
2025-03-01 10:48:53,1.786947
2025-03-01 10:49:23,1.786947
2025-03-01 10:49:53,1.786947
2025-03-01 10:50:23,1.786947
2025-03-01 10:50:53,1.786947
2025-03-01 10:51:23,1.786947
2025-03-01 10:51:54,1.786947
2025-03-01 10:52:24,1.786947
2025-03-01 10:52:54,1.786947
2025-03-01 10:53:24,1.786947
2025-03-01 10:53:54,1.786947
2025-03-01 10:54:24,1.786947
2025-03-01 10:54:54,1.786947
2025-03-01 10:55:25,1.786947
2025-03-01 10:55:55,1.786947
2025-03-01 10:56:25,1.786947
2025-03-01 10:56:55,1.786947
2025-03-01 10:57:25,1.786947
2025-03-01 10:57:55,1.786947
2025-03-01 10:58:25,1.786947
2025-03-01 10:58:55,1.786947
2025-03-01 10:59:25,1.786947
2025-03-01 10:59:56,1.786947
2025-03-01 11:00:26,1.786947
2025-03-01 11:00:56,1.786947
2025-03-01 11:01:26,1.786947
2025-03-01 11:01:56,1.786947
2025-03-01 11:02:26,1.786947
2025-03-01 11:02:56,1.786947
2025-03-01 11:03:27,1.786947
2025-03-01 11:03:57,1.786947
2025-03-01 11:04:27,1.786947
2025-03-01 11:04:57,1.786947
2025-03-01 11:05:27,1.786947
2025-03-01 11:05:57,1.786947
2025-03-01 11:06:27,1.786947
2025-03-01 11:06:57,1.786947
2025-03-01 11:07:28,1.786947
2025-03-01 11:07:58,1.786947
2025-03-01 11:08:28,1.786947
2025-03-01 11:08:58,1.786947
2025-03-01 11:09:28,1.786947
2025-03-01 11:09:58,1.786947
2025-03-01 11:10:28,1.786947
2025-03-01 11:10:59,1.786947
2025-03-01 11:11:29,1.786947
2025-03-01 11:11:59,1.786947
2025-03-01 11:12:29,1.786947
2025-03-01 11:12:59,1.786947
2025-03-01 11:13:29,1.786947
2025-03-01 11:13:59,1.786947
2025-03-01 11:14:30,1.786947
2025-03-01 11:15:00,1.786947
2025-03-01 11:15:30,1.786947
2025-03-01 11:16:00,1.786947
2025-03-01 11:16:30,1.786947
2025-03-01 11:17:00,1.786947
2025-03-01 11:17:30,1.786947
2025-03-01 11:18:00,1.786947
2025-03-01 11:18:31,1.786947
2025-03-01 11:19:01,1.786947
2025-03-01 11:19:31,1.786947
2025-03-01 11:20:01,1.786947
2025-03-01 11:20:31,1.786947
2025-03-01 11:21:01,1.786947
2025-03-01 11:21:31,1.786947
2025-03-01 11:22:01,1.786947
2025-03-01 11:22:32,1.786947
2025-03-01 11:23:02,1.786947
2025-03-01 11:23:32,1.786947
2025-03-01 11:24:02,1.786947
2025-03-01 11:24:32,1.786947
2025-03-01 11:25:02,1.786947
2025-03-01 11:25:32,1.786947
2025-03-01 11:26:02,1.786947
2025-03-01 11:26:33,1.786947
2025-03-01 11:27:03,1.786947
2025-03-01 11:27:33,1.786947
2025-03-01 11:28:03,1.786947
2025-03-01 11:28:33,1.786947
2025-03-01 11:29:03,1.786947
2025-03-01 11:29:33,1.786947
2025-03-01 11:30:03,1.786947
2025-03-01 11:30:34,1.786947
2025-03-01 11:31:04,1.786947
2025-03-01 11:31:34,1.786947
2025-03-01 11:32:04,1.786947
2025-03-01 11:32:34,1.786947
2025-03-01 11:33:04,1.786947
2025-03-01 11:33:34,1.786947
2025-03-01 11:34:04,1.786947
2025-03-01 11:34:35,1.786947
2025-03-01 11:35:05,1.786947
2025-03-01 11:35:35,1.786947
2025-03-01 11:36:05,1.786947
2025-03-01 11:36:35,1.786947
2025-03-01 11:37:05,1.786947
2025-03-01 11:37:35,1.786947
2025-03-01 11:38:06,1.786947
2025-03-01 11:38:36,1.786947
2025-03-01 11:39:06,1.786947
2025-03-01 11:39:36,1.786947
2025-03-01 11:40:06,1.786947
2025-03-01 11:40:36,1.786947
2025-03-01 11:41:06,1.786947
2025-03-01 11:41:36,1.786947
2025-03-01 11:42:07,1.786947
2025-03-01 11:42:37,1.786947
2025-03-01 11:43:07,1.786947
2025-03-01 11:43:37,1.786947
2025-03-01 11:44:07,1.786947
2025-03-01 11:44:37,1.786947
2025-03-01 11:45:07,1.786947
2025-03-01 11:45:38,1.786947
2025-03-01 11:46:08,1.786947
2025-03-01 11:46:38,1.786947
2025-03-01 11:47:08,1.786947
2025-03-01 11:47:38,1.786947
2025-03-01 11:48:08,1.786947
2025-03-01 11:48:38,1.786947
2025-03-01 11:49:09,1.786947
2025-03-01 11:49:39,1.786947
2025-03-01 11:50:09,1.786947
2025-03-01 11:50:39,1.786947
2025-03-01 11:51:09,1.786947
2025-03-01 11:51:39,1.786947
2025-03-01 11:52:09,1.786947
2025-03-01 11:52:39,1.786947
2025-03-01 11:53:10,1.786947
2025-03-01 11:53:40,1.786947
2025-03-01 11:54:10,1.786947
2025-03-01 11:54:40,1.786947
2025-03-01 11:55:10,1.786947
2025-03-01 11:55:40,1.786947
2025-03-01 11:56:10,1.786947
2025-03-01 11:56:40,1.786947
2025-03-01 11:57:11,1.786947
2025-03-01 11:57:41,1.786947
2025-03-01 11:58:11,1.786947
2025-03-01 11:58:41,1.786947
2025-03-01 11:59:11,1.786947
2025-03-01 11:59:41,1.786947
2025-03-01 12:00:12,1.786947
2025-03-01 12:00:42,1.786947
2025-03-01 12:01:12,1.786947
2025-03-01 12:01:42,1.786947
2025-03-01 12:02:12,1.786947
2025-03-01 12:02:42,1.786947
2025-03-01 12:03:12,1.786947
2025-03-01 12:03:42,1.786947
2025-03-01 12:04:13,1.786947
2025-03-01 12:04:43,1.786947
2025-03-01 12:05:13,1.786947
2025-03-01 12:05:43,1.786947
2025-03-01 12:06:13,1.786947
2025-03-01 12:06:43,1.786947
2025-03-01 12:07:13,1.786947
2025-03-01 12:07:43,1.786947
2025-03-01 12:08:14,1.786947
